id,date,speaker,claims,label
1625,2019,H. E. Nana Addo Dankwa Akufo-Addo,"In September 2019, a new standards-based curriculum will be rolled out from kindergarten to Class 6 in primary schools.",1
1626,2019,H. E. Nana Addo Dankwa Akufo-Addo,"This curriculum has drawn upon the best practices from all over the world, and will focus on making Ghanaian children confident, innovative, creative-thinking, digitally-literate, well-rounded, patriotic citizens.",1
1627,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Mathematics, Science, Reading, Writing and Creativity are, therefore, at the heart of this new curriculum.",1
1628,2019,H. E. Nana Addo Dankwa Akufo-Addo,Poverty should not be an excuse for any Ghanaian child not to reach their full potential.,1
1629,2019,H. E. Nana Addo Dankwa Akufo-Addo,Education in the public sector is free from Kindergarten to Senior High School.,1
1630,2019,H. E. Nana Addo Dankwa Akufo-Addo,"This year, legislation would be passed to redefine basic education to include Senior High School.",1
1631,2019,H. E. Nana Addo Dankwa Akufo-Addo,All is set for the construction of 10 state-of-the-art Technical and Vocational Education Training (TVET) Centres this year.,1
1632,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The new TVET centres would be world class, and attractive to assure young people that they are not being sent to second best options.",1
1633,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Ten Science, Technology, Engineering and Mathematics (STEM) centres are being built around the country to provide support for the introduction of STEM into basic education after the completion of a successful pilot phase.",1
1634,2019,H. E. Nana Addo Dankwa Akufo-Addo,Ghana’s young people will be able to acquire skills that would put them at par with their peers anywhere in the world.,1
1635,2019,H. E. Nana Addo Dankwa Akufo-Addo,"I have appointed a Presidential Advisory Council on Science, Technology and Innovation (PACSTI) to advise the President on how to infuse the application of science and technology in the development of our nation.",1
1636,2019,H. E. Nana Addo Dankwa Akufo-Addo,"PACSTI is headed by a distinguished scientist, Prof. Edward Ayensu.",1
1637,2019,H. E. Nana Addo Dankwa Akufo-Addo,"We shall bring before Parliament this year, a tertiary education policy Bill that will bring all the public universities under a common law, and make the administration of the public universities less cumbersome.",1
1638,2019,H. E. Nana Addo Dankwa Akufo-Addo,A well-motivated and remunerated teacher is at the centre of our quality education and comprehensive teacher policy.,1
1639,2019,H. E. Nana Addo Dankwa Akufo-Addo,"This has started with the upgrading of the initial teacher education certificate to degree status, and the move to put the teaching profession up there with other professions in terms of respect and exclusivity.",1
1640,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Currently, many of our teachers, who complete the three-year Diploma in Basic Education (DBE) at our Colleges of Education, go on, later, to do a two-year top-up first degree, by distance learning, at the University of Cape Coast.",1
1641,2019,H. E. Nana Addo Dankwa Akufo-Addo,"With the introduction of the 4-year Bachelor of Education degree, teacher trainees would now obtain their first degree at the end of their schooling.",1
1642,2019,H. E. Nana Addo Dankwa Akufo-Addo,"When our children master the connection between science and their everyday lives, we would reach the stage in Ghana where we would be rid of the many diseases, borne of filth and poor hygiene, that are still part of our lives.",1
1643,2019,H. E. Nana Addo Dankwa Akufo-Addo,"We need to remind ourselves repeatedly that health is wealth, and it is only a healthy population that can make Ghana prosperous.",1
1644,2019,H. E. Nana Addo Dankwa Akufo-Addo,"In May 2018, Ghana won accolades at the World Health Assembly for having eradicated Trachoma, an eye disease that has plagued us for a long time.",1
1645,2019,H. E. Nana Addo Dankwa Akufo-Addo,Our NHIS is buoyant.,1
1646,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Government has paid up the GH¢1.2 billion arrears we inherited, and brought the operations of the NHIS back to life.",1
1647,2019,H. E. Nana Addo Dankwa Akufo-Addo,"On 19th December, 2018, the introduction of mobile renewal of membership was launched.",1
1648,2019,H. E. Nana Addo Dankwa Akufo-Addo,"On average, seventy thousand (70,000) members are renewing their membership every week, by dialling *929# on any mobile phone network.",1
1649,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Soon, in collaboration with the National Identification Authority, Ghanaians would be able to register, renew and access health care services using the Ghana Card.",1
1650,2019,H. E. Nana Addo Dankwa Akufo-Addo,"In 2018, Government granted financial clearance for the recruitment of eleven thousand, one hundred and eighteen (11,018) health personnel to increase existing clinical staff.",1
1651,2019,H. E. Nana Addo Dankwa Akufo-Addo,"In September 2018, the Ministry of Health received further financial clearance to employ fourteen thousand, five hundred and twenty-four (14,254) Nurse Assistants (Clinical and Preventive).",1
1652,2019,H. E. Nana Addo Dankwa Akufo-Addo,"These nurse assistants belong to the tranche that passed their exams in 2016 from Government Health Training Institutions, and have commenced work by 1st February, 2019.",1
1653,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The health delivery system will be significantly strengthened by the expected arrival in June of 275 ambulances, i.e. one per constituency, to make treatment of emergency cases more effective.",1
1654,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Drone technology has also been introduced into that system to help deliver essential medicine, blood and blood products to remote communities.",1
1655,2019,H. E. Nana Addo Dankwa Akufo-Addo,We still face problems of inadequate infrastructure in our health establishments.,1
1656,2019,H. E. Nana Addo Dankwa Akufo-Addo,"We have problems of numerous structures at various stages of completion that cannot be finished and brought into use, because newer structures are being started, and there is no money to finish the ones started earlier.",1
1657,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The 2019 budget made provision for the construction of two hundred thousand (200,000) housing units, and a database of local and foreign developers has been created to help make this policy a reality.",1
1658,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Land banks have also been secured in several towns across Ghana where factories, producing pre-fabricated building materials, can be sited for this huge construction effort.",1
1659,2019,H. E. Nana Addo Dankwa Akufo-Addo,The Ministry of Finance is working to launch a one billion Ghana cedi housing fund that would target low-income earners.,1
1660,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Government will continue with the other housing projects for the police, armed forces and government workers across the country, through agencies like the State Housing Corporation.",1
1661,2019,H. E. Nana Addo Dankwa Akufo-Addo,"We are drafting plans to regenerate Nima, which holds the dubious title of being Accra’s first slum.",1
1662,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The regeneration plans will not dislodge or dispossess residents, but would rather transform Nima into a well-laid out residential area with full amenities.",1
1663,2019,H. E. Nana Addo Dankwa Akufo-Addo,There is a serious problem of sea erosion along the coast that endangers the lives of our coastal people.,1
1664,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The Odawna Storm Drains in Accra, which have caused many tragedies over the years, are now being reengineered by a team of experts who will give it a permanent fix.",1
1665,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The Dichemso Drainage System is also on our list of priorities, and a bid has been put out for experts to transform it into a more efficient system.",1
1666,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Our ongoing coastal protection projects are proceeding in Adjoa in the Western Region, Blekusu, New Takoradi phase II (Elmina), Dansoman, Axim and Dixcove.",1
1667,2019,H. E. Nana Addo Dankwa Akufo-Addo,"This year, we will also begin others in Amanful Kumah, Dansoman phase II, Komenda, Anomabo, Cape Coast, Mensah Guinea, Ningo Prampram, New Takoradi Phase III, Apam, Kokrobite, Bortianor, Blekusu Phase II and Aboadze-Shama Phase II, Maritime University, Nungua, Takoradi, Anyanui and Essipong.",1
1668,2019,H. E. Nana Addo Dankwa Akufo-Addo,"We are putting in place plans to avert the perennial flooding caused by the spillage of the Bagre dam, which has resulted in the constant loss of lives and property over the years.",1
1669,2019,H. E. Nana Addo Dankwa Akufo-Addo,"In the short-term, desilting of the White Volta will be undertaken this year, in conjunction with discussions with the Burkinabes to regulate the flow of the spillage, and mitigate its impact.",1
1670,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The Ministry of Works and Housing will, in the coming week, receive a report on a feasibility study conducted by the Chinese company, SinoHydro, for the construction of a dam at Pwalugu, to serve as a receptacle to hold the volume of water spilled from the Bagre Dam for irrigation purposes, and also for the generation of electricity.",1
1671,2019,H. E. Nana Addo Dankwa Akufo-Addo,This will be the permanent solution to the Bagre Dam problem.,1
1672,2019,H. E. Nana Addo Dankwa Akufo-Addo,We have increased the share of the District Assemblies Common Fund to Persons with Disabilities from 2% to 3%.,1
1673,2019,H. E. Nana Addo Dankwa Akufo-Addo,We have also ensured the implementation of our pledge of employing 50% of the persons who manage the country’s toll booths from amongst Persons with Disabilities.,1
1674,2019,H. E. Nana Addo Dankwa Akufo-Addo,We are continuing with initiatives to improve the Creative Arts Sector.,1
1675,2019,H. E. Nana Addo Dankwa Akufo-Addo,"We have also worked to finalise the Creative Arts Bill, leading to the setting up of the Creative Arts Fund.",1
1676,2019,H. E. Nana Addo Dankwa Akufo-Addo,"For the first time, in 2018, Government provided support to the Creative Arts Council.",1
1677,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The Creative Arts Masterclass, to build capacity of Creative Arts practitioners, has also commenced.",1
1678,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The Eastern Regional Theatre has been completed, and work is currently ongoing towards the construction of the Kumasi theatre.",1
1679,2019,H. E. Nana Addo Dankwa Akufo-Addo,We have not been able to attract as many visitors to our country as we should.,1
1680,2019,H. E. Nana Addo Dankwa Akufo-Addo,We are making a special effort from now onwards to attract tourists into our country.,1
1681,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Under the See Ghana, Eat Ghana, Wear Ghana and Feel Ghana campaign, the Ghana Tourism Authority recorded a 20% growth since its launch to over six hundred thousand visitations to various tourist sites.",1
1682,2019,H. E. Nana Addo Dankwa Akufo-Addo,The World Bank has approved a US$40 million grant to support the Tourism Ministry and its agencies to help upgrade tourist facilities.,1
1683,2019,H. E. Nana Addo Dankwa Akufo-Addo,"In September 2018, I proclaimed 2019 as the 'Year of Return', commemorating the 400th anniversary of the arrival of the first 20 West African slaves in the Commonwealth of Virginia.",1
1684,2019,H. E. Nana Addo Dankwa Akufo-Addo,"We intend to use the symbolism of this 'Year of Return' to bring together Africans, persons of African descent, and all well-wishers and lovers of freedom to strengthen the commitment to ensuring that the blots on our history, i.e. the Transatlantic Slave Trade and slavery, never reoccur.",1
1685,2019,H. E. Nana Addo Dankwa Akufo-Addo,"In response to this proclamation, some seventy (70) African-American Hollywood celebrities visited Ghana in December 2018.",1
1686,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The year-long campaign, being coordinated by the Ghana Tourism Authority, is expected to increase arrivals considerably.",1
1687,2019,H. E. Nana Addo Dankwa Akufo-Addo,Training across the entire tourism sector is also receiving priority.,1
1688,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The Hospitality Training Institute has been renovated, and re-opened in July 2018 to provide needed training in the hospitality and tourism sectors.",1
1689,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Under a Tourism Attractions Upgrade Project, several tourist sites are undergoing upgrades.",1
1690,2019,H. E. Nana Addo Dankwa Akufo-Addo,A draft Legislative Instrument (LI) on Sites and Attractions is currently undergoing final stakeholder consultations.,1
1691,2019,H. E. Nana Addo Dankwa Akufo-Addo,This will ensure world-class standards are set and maintained at all our tourism sites and attractions.,1
1692,2019,H. E. Nana Addo Dankwa Akufo-Addo,The greatest attraction of our country is its people.,1
1693,2019,H. E. Nana Addo Dankwa Akufo-Addo,It is the people of Ghana and our welcoming attitude that are the strongest attraction to visitors.,1
1694,2019,H. E. Nana Addo Dankwa Akufo-Addo,"In this 'Year of Return', I would urge each one of us to make a special effort to make a visit to our country a memorable one.",1
1695,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Our music, our foods, our clothes and the quintessential akwaaba smile will make a visitor to our country come back again and again.",1
1696,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Many of us do things that would put off any visitor from visiting our country, no matter how attractive the geography or the history might be.",1
1697,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Public resources must be channelled into ventures that generate wealth, and not spent on avoidable expenditures.",1
1698,2019,H. E. Nana Addo Dankwa Akufo-Addo,The cost of clearing and cleaning up our cities and towns after those who litter has become prohibitive.,1
1699,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The littering habit seems to be more predominant in the cities and urban areas, and, mercifully, largely absent in the villages.",1
1700,2019,H. E. Nana Addo Dankwa Akufo-Addo,"I reiterated before you my pledge of improving sanitation in the country, and making Accra the cleanest city in Africa, by the end of my term.",1
1701,2019,H. E. Nana Addo Dankwa Akufo-Addo,"There has been a significant improvement in sanitation, even though, I acknowledge, more can be done.",1
1702,2019,H. E. Nana Addo Dankwa Akufo-Addo,"We have witnessed an increase in the coverage of solid waste management, from 16.6% to 53%.",1
1703,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Over the course of last year, thirty-five thousand, eight hundred and sixty-two (35,862) household toilets were built, as opposed to one thousand, six hundred and ninety-eight (1,698) in 2016.",1
1704,2019,H. E. Nana Addo Dankwa Akufo-Addo,We will intensify efforts at making Accra a clean city.,1
1705,2019,H. E. Nana Addo Dankwa Akufo-Addo,"In 2019, we intend to use the bye-laws to enforce cleanliness.",1
1706,2019,H. E. Nana Addo Dankwa Akufo-Addo,The Ministry of Justice and the Ministry of Sanitation are working together to try sanitation offences.,1
1707,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Persons who litter would be tried and punished, and so would those who steal litter bins from our streets.",1
1708,2019,H. E. Nana Addo Dankwa Akufo-Addo,"We are launching a National Sanitation Brigade to help us carry this out, and, through this vehicle, we will not only keep our towns and cities clean, but will also provide jobs for our young people.",1
1709,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Once waste is properly and efficiently managed, we then can explore how to use the waste collected to advance the economy of our nation.",1
1710,2019,H. E. Nana Addo Dankwa Akufo-Addo,A cursory look around our cities and towns would show us that plastic filth is our biggest problem.,1
1711,2019,H. E. Nana Addo Dankwa Akufo-Addo,"We intend to solve this problem through the internationally recognized priorities of waste: reduction first, followed by reuse, recycle, recovery and, lastly, disposal, which is to be avoided whenever possible.",1
1712,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Government has prepared a Plastics Management Policy, with the overarching aim of meeting the challenges of comprehensive plastics management.",1
1713,2019,H. E. Nana Addo Dankwa Akufo-Addo,About 82% of Ghana’s plastics waste could be readily recovered and recycled with existing technologies into value-addition products in high demand locally and within the West African region.,1
1714,2019,H. E. Nana Addo Dankwa Akufo-Addo,"A vibrant recycling industry in Ghana could recover nearly one million tonnes of waste plastics from the environment and landfills annually, to be recycled into basic-need products valued at GH¢2 billion per year, creating many jobs across the economy.",1
1715,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Currently, extensive discussions are being concluded with investors on the most sustainable options available to rid Ghana of this plastic filth menace.",1
1716,2019,H. E. Nana Addo Dankwa Akufo-Addo,We are also tackling the problem of electronic waste head on.,1
1717,2019,H. E. Nana Addo Dankwa Akufo-Addo,"On August 20, 2018, I launched the National E-waste Program to mark the commencement of two key provisions of the Hazardous and Electronic Waste Control and Management Act, Act 917.",1
1718,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Open defecation cannot be a characteristic of a country that is working to be transformed economically, and to be counted amongst the developed nations of the world.",1
1719,2019,H. E. Nana Addo Dankwa Akufo-Addo,It is absolutely imperative that we make a success of our One House-One-Toilet Policy.,1
1720,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The Community Led Total Sanitation (CLTS) Programme is being implemented in over four thousand, five hundred (4,500) communities in one hundred and thirty (130) districts to achieve Open Defecation Free (ODF) Communities.",1
1721,2019,H. E. Nana Addo Dankwa Akufo-Addo,Affordable and reliable energy is absolutely critical to realising our vision of economic transformation.,1
1722,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Gas production tripled during the year, from 100 to 300 million cubic feet per day.",1
1723,2019,H. E. Nana Addo Dankwa Akufo-Addo,The Ministry of Energy is undertaking steps to remove the transmission bottlenecks to ensure that Ghanaian gas can reach power plants located in the eastern part of the country.,1
1724,2019,H. E. Nana Addo Dankwa Akufo-Addo,"I am confident that, by August this year, the situation would have been fully remedied to ensure Ghana uses locally produced gas for the bulk of its thermal power generation, saving substantial amounts of foreign exchange on imported fuels.",1
1725,2019,H. E. Nana Addo Dankwa Akufo-Addo,Government is committed to achieving an electricity generation mix that ensures diversity and security of energy supply.,1
1726,2019,H. E. Nana Addo Dankwa Akufo-Addo,We will continue to promote the deployment of renewable energy in line with our policy target of 10% renewables in the energy mix from the current 1%.,1
1727,2019,H. E. Nana Addo Dankwa Akufo-Addo,"In spite of Ghana’s excess electricity generation capacity, we can still not achieve our universal access target because there are many Ghanaian communities, especially those on islands and lake sides, that cannot be reached through the national grid.",1
1728,2019,H. E. Nana Addo Dankwa Akufo-Addo,"There are currently two hundred (200) island and two thousand (2,000) lake side communities that require mini-grids from renewable sources to meet their energy needs.",1
1729,2019,H. E. Nana Addo Dankwa Akufo-Addo,The Ministry of Energy initiated the Solar Rooftop Programme to reduce government’s expenditure on utilities and promote the use of solar power for government and public buildings.,1
1730,2019,H. E. Nana Addo Dankwa Akufo-Addo,The Ministry is leading by example with the installation of a 65-kilowatt solar rooftop system at its premises.,1
1731,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Jubilee House will also be powered, as from August this year, by solar energy, as an example to other public institutions.",1
1732,2019,H. E. Nana Addo Dankwa Akufo-Addo,Government’s target is to install up to 200 megawatts of distributed solar power by 2030 in both residential and non-residential facilities in order to reduce Government’s liabilities to ECG (PDS Ghana Ltd).,1
1733,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Renewable energy has also become a necessary addition to our energy sector because it has increasingly become cheaper, and is key to the implementation of our international obligations under Sustainable Development Goal 7 and Sustainable Development Goal 13.",1
1734,2019,H. E. Nana Addo Dankwa Akufo-Addo,There has been good news with the recent announcement by Aker Energy of one of the biggest oil finds in Africa.,1
1735,2019,H. E. Nana Addo Dankwa Akufo-Addo,This has led me to think that an NPP government must be good for Ghana.,1
1736,2019,H. E. Nana Addo Dankwa Akufo-Addo,"After many years of our looking and almost giving up, it took an NPP government to discover oil in 2007.",1
1737,2019,H. E. Nana Addo Dankwa Akufo-Addo,"In eight years of NDC administration, 13 oil block deals were signed, and not a single one was developed.",1
1738,2019,H. E. Nana Addo Dankwa Akufo-Addo,We have established a National Register of Contracts on which all the Petroleum Agreements signed by the Government have been published.,1
1739,2019,H. E. Nana Addo Dankwa Akufo-Addo,"This provides a platform for citizens to scrutinize the oil contracts signed by government, and accords with the international call for contract transparency.",1
1740,2019,H. E. Nana Addo Dankwa Akufo-Addo,"We have also passed the General Petroleum Regulations, which provide for the disclosure of beneficial ownership information of companies operating in Ghana’s oil and gas industry.",1
1741,2019,H. E. Nana Addo Dankwa Akufo-Addo,"This will ensure that people do not hide in the shadows to appropriate oil blocks to themselves, at the expense of the citizens of Ghana.",1
1742,2019,H. E. Nana Addo Dankwa Akufo-Addo,The interest of major oil companies in Ghana has become dramatic.,1
1743,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Today, oil companies such as the American giant, ExxonMobil, and the Norwegian conglomerate, Aker, have signed petroleum exploration agreements with Ghana.",1
1744,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Through the launch of the 'GHANA OIL AND GAS LICENSING ROUNDS 2018', other global players such as BP, China National Offshore Oil Corporation, and Total have expressed interest in coming to Ghana.",1
1745,2019,H. E. Nana Addo Dankwa Akufo-Addo,We have put in place the mechanisms to train young entrepreneurs and to help established businesses with a stimulus package to expand their companies.,1
1746,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Under the Presidential Support programme, one thousand, three hundred and fifty (1,350) start-ups and small businesses have benefitted from a special government business support programme.",1
1747,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Beneficiaries received between ten thousand (GH¢10,000) and one hundred thousand Ghana cedis (GH¢100,000) each, at a special interest rate of 10%, instead of the average prevailing market rate of 26%.",1
1748,2019,H. E. Nana Addo Dankwa Akufo-Addo,"This is designed to help grow and expand their businesses, and will create about thirty thousand (30,000) direct jobs.",1
1749,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Eighteen thousand (18,000) jobs have already been created under this programme.",1
1750,2019,H. E. Nana Addo Dankwa Akufo-Addo,"This is the first time in Ghana’s history that there has been a deliberate, systematic and coherent national support for start-ups and small businesses.",1
1751,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Businesses which benefitted included agribusiness and agro-processing, information communication and technology, tourism and recreation, sanitation and waste management, health, food and beverages, green and ecological businesses, sports and real estate.",1
1752,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Already established businesses are also receiving help, with an amount of two hundred and thirty million Ghana cedis (GH¢230 million) being disbursed among sixteen (16) companies under the stimulus package.",1
1753,2019,H. E. Nana Addo Dankwa Akufo-Addo,"This has led to the creation of eight thousand, five hundred (8,500) to ten thousand (10,000) direct and indirect jobs.",1
1754,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Proof that we are generating the right atmosphere to attract foreign business has come with the announcement that three major international automobile manufacturers, Volkswagen, Nissan and Sinotruck have signed MOUs to establish assembling plants in our country.",1
1755,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Renault is also conducting feasibility studies on establishing an assembly plant in Ghana, as is Toyota.",1
1756,2019,H. E. Nana Addo Dankwa Akufo-Addo,"We will outdoor, in March, the National Automotive Policy spelling out the terms, conditions and incentive package for participating in Ghana’s new automobile industry, which will also apply to indigenous car assembly companies.",1
1757,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Our local textile industry has been struggling for years, and many textile companies have, indeed, gone under.",1
1758,2019,H. E. Nana Addo Dankwa Akufo-Addo,We have decided to give it a major stimulus to help put it on a strong footing.,1
1759,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The local textile industry has, therefore, been granted a zero-rated VAT on the supply of locally-made textiles for a period of three years.",1
1760,2019,H. E. Nana Addo Dankwa Akufo-Addo,We have put in place a tax stamp regime for both locally manufactured and imported textiles to address the challenge of pirated designs and logos in the textile trade.,1
1761,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The Tema Port has been designated as a Single-Entry Corridor for the importation of textile prints, with a textile taskforce in place to ensure effective compliance, and reduce, if not eliminate, smuggling of imported textiles.",1
1762,2019,H. E. Nana Addo Dankwa Akufo-Addo,A new textile import management system has been instituted to control imports of textiles.,1
1763,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The 'One-District-One-Factory' policy has taken off, and 79 factories under the scheme are at various stages of operation or construction.",1
1764,2019,H. E. Nana Addo Dankwa Akufo-Addo,Another 35 are going through credit appraisal.,1
1765,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Under the Rural Enterprises Programme, funded by the African Development Bank and the International Fund for Agricultural Development, 50 small-scale processing factories will be established by the end of the year in 50 districts across the country, particularly in areas where there is evidence of significant post-harvest losses.",1
1766,2019,H. E. Nana Addo Dankwa Akufo-Addo,"These will be owned and managed by organized youth groups, with technical support from the Ministry of Trade and Industry.",1
1767,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Small and medium scale enterprises form the base of businesses in our country, and financing has been the bane of their operations.",1
1768,2019,H. E. Nana Addo Dankwa Akufo-Addo,MALOC was established in 2006 to meet a critical need by providing the type of small-scale loans needed by these small-scale enterprises at reasonable rates.,1
1769,2019,H. E. Nana Addo Dankwa Akufo-Addo,"MALOC was undermined by base political considerations and endemic corruption, and the centre was almost run down completely.",1
1770,2019,H. E. Nana Addo Dankwa Akufo-Addo,"I am glad to report that MALOC has been revamped, and is getting back to do what it was set up to do.",1
1771,2019,H. E. Nana Addo Dankwa Akufo-Addo,There has been strict adherence to credit procedures and prudent management of the credit recovery process.,1
1772,2019,H. E. Nana Addo Dankwa Akufo-Addo,These have resulted in a recovery rate of 89% of loans administered under a pilot scheme introduced in 2017.,1
1773,2019,H. E. Nana Addo Dankwa Akufo-Addo,MALOC was given an amount of thirty-five million Ghana cedis (GH¢35 million) in October 2018 for disbursement.,1
1774,2019,H. E. Nana Addo Dankwa Akufo-Addo,This is the first time an amount of such magnitude has been given to the Centre outside of an election year.,1
1775,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Of the thirty-five million Ghana cedis that were received, the Centre has disbursed twenty million, five hundred and sixty-three thousand, one hundred Ghana cedis (GH¢20,563,100).",1
1776,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Fourteen million, three hundred and seventeen thousand, two hundred Ghana cedis (GH¢14,317,200) is to be disbursed for pending applications, which have been approved.",1
1777,2019,H. E. Nana Addo Dankwa Akufo-Addo,"So far, 87% of the monies disbursed have gone to women, i.e., to twenty-four thousand, five hundred and eighty-two (24,582) women.",1
1778,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The incidence of bad governance methods that almost collapsed MASLOC has, unfortunately, affected the running of many businesses generally and the financial sector in particular.",1
1779,2019,H. E. Nana Addo Dankwa Akufo-Addo,The banking sector has gone through what can only be described as a traumatic upheaval.,1
1780,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The woes of the banking sector have also been a case of long-standing bad practices that we, previously, had been unable or unwilling to deal with, which we are now having to deal with in the most painful manner.",1
1781,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The clean-up has cost the national treasury GH¢12.7 billion, money we can ill afford, but which was necessary to sanitise the sector, minimise job losses, and protect deposits of one million, one hundred and forty-seven thousand, three hundred and sixty-six (1,147,366) Ghanaians and their businesses and the people they employed.",1
1782,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The banking sector has emerged stronger from these developments, and inspired confidence in it.",1
1783,2019,H. E. Nana Addo Dankwa Akufo-Addo,"I have been anxious that our local banks are helped and given as much support as possible, which has been done, but I will not be on the side of criminal behaviour if that is discovered.",1
1784,2019,H. E. Nana Addo Dankwa Akufo-Addo,I would urge that we are all patient for the investigations to be made in a calm manner.,1
1785,2019,H. E. Nana Addo Dankwa Akufo-Addo,"This is a tragic phenomenon that appears to have occurred in plain sight and affected a lot of people, in spite of warnings from official institutions.",1
1786,2019,H. E. Nana Addo Dankwa Akufo-Addo,"I admonish all Ghanaians to learn the necessary lessons for the future, even as State institutions work to bring a resolution to the matter, and those who are seen to have indulged in criminal activities are brought to justice.",1
1787,2019,H. E. Nana Addo Dankwa Akufo-Addo,"I inaugurated the Presidential Financial Stability Advisory Council, an inter-institutional consultative coordination body, which groups together all the regulators of our financial system.",1
1788,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The existence of such a body would have forestalled the emergence of the Menzgold saga, and will make it difficult, in future, for any such scheme to get off the ground.",1
1789,2019,H. E. Nana Addo Dankwa Akufo-Addo,"During times like these of banking and business upheavals, agriculture appears even more attractive.",1
1790,2019,H. E. Nana Addo Dankwa Akufo-Addo,"The past two years have shown that, when a government takes deliberate measures to support agriculture, it pays healthy dividends.",1
1791,2019,H. E. Nana Addo Dankwa Akufo-Addo,"There has been food and for the first time in a long while, we had more than we needed.",1
1792,2019,H. E. Nana Addo Dankwa Akufo-Addo,It was not that long ago that Ghana was in the humiliating position of having to import maize from her landlocked Sahelian neighbours and plantain from Cote d’Ivoire.,1
1793,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Thanks to the programme for 'Planting for Food and Jobs', admirably organised by that outstanding Minister for Agriculture, Dr. Owusu Afriyie Akoto, this House stands informed that, in 2018, exports of food crops such as cassava, rice, yellow and white maize, soya, plantain, cowpea and yam were made from Ghana to Burkina Faso, Togo and Cote d’Ivoire in considerable quantities.",1
1794,2019,H. E. Nana Addo Dankwa Akufo-Addo,"We had a bumper harvest of produce, and last year, we did not import a single grain of maize.",1
1795,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Based on the successes chalked in 2017 and then in 2018, the Ministry took giant strides to scale up the Planting for Food and Jobs Campaign in 2019, and to introduce new modules of the programme.",1
1796,2019,H. E. Nana Addo Dankwa Akufo-Addo,This year the Ministry of Fisheries and Aquaculture Development plans to implement a flagship programme - 'Aquaculture for Food and Jobs' (AFJ) – complementary to the 'Planting for Food and Jobs' initiative – to reinvigorate and boost the aquaculture industry.,1
1797,2019,H. E. Nana Addo Dankwa Akufo-Addo,"Priority will be given to youth entrepreneurs, distressed farmers, second cycle and public institutions to set up and operate fish farms across the country.",1
